BTF_ID,Station,Unit,BTF Date,BTF Time,BTF Weight,BTF Prim Sec,Region,Sub-region,Sub-sub-region,Locn along tube,Feature,Offset ID,El,Tube,Tube circuit,Tube pass,Failure mode,FM_Group,FM_Detail,Notes,Butt weld count,Notes Secondary Damage,External release,Event driven,BTF date retrospective,BTF time retrospective,Survey locn,Date of Last Inspection,Outage Code,Outage type,Outage DateTime Start,Outage dateTime Finish,LOA op derate,LOA run-down,LOA outage,LOA run-up,LOA masked,LOA $,Notes Outage LOA,Plant Failure Report,BTF Report
LD3_2018-03-01_Evap,LD,LD3,1/03/2018,,1,1,Evap,WW: Bot vest,Rear: B-side,Vert bend adj sidewall,Bend,,,T129,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,Unfired. Good photo of leak.,,,,,,,,,,,,,3.76,3.85,42.7,1.26,,,,,
LD3_2018-03-01_Evap_b,LD,LD3,1/03/2018,,1,1,Evap,WW: Bot vest,Rear: A-side,Horiz bend adj sidewall,Bend,,,T95,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,Unfired. Good photo of leak.,,,,,,,,,,,,,,,,,,,,,
LD2_2018-02-26_Evap,LD,LD2,26/02/2018,,1,1,Evap,WW: Rear,,Bot centre wall penetration,Penetration: Centre wall,,,T188,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Corrosion-fatigue,Inspection report indicated large piece ~70x30mm  missing from tube T188 and failure cause not clear.  Contenders could be thermal-fatigue or corrosion fatigue.  Not sure what was done with removed tubes? Assigned at C-F on 21-Aug-20 due to similarity to 2010 failure on tubes just to other side of centre wall.,,,,,,,,,,,,,,1.12,64.85,3.02,,,,,
BW1_2018-02-17_SH,BW,BW1,17/02/2018,17:05,1,1,SH,SH2,Inclined,Tie row D,Tie: Solid,,Panel 4,T28,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,T28-T29 solid tie.  Both holed with T28 had more evidence of overheating but can't exclude T29 as primary. Seems to be d/s end of tie from looking at photos. ,,,,,,,,,,,18/02/2018 1:05,26/02/2018 2:06,-,3.18,127.39,1.27,-,,,,
LY2_2018-02-15_Evap,LY,LY2,15/02/2018,,1,1,Evap,Hopper,Nose,,Nose,,,,,,,Erosion,Erosion: Clinker/Ash,,,,,,,,,,,,,,,,68.84,,,,,,
LD4_2018-02-03_Evap,LD,LD4,3/02/2018,,1,1,Evap,WW: Front,,Bunker -1 level,Attachment: Buckstay,,,T01,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,,,,,,,,,,,,,,4.92,,54.91,1.71,,,,,
BW1_2017-10-22_SH,BW,BW1,22/10/2017,,1,1,SH,SH2,Inclined,Tie row A,Straight,,Panel 6,T24,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Bore-side intergranular,Suggested to be a tube anomaly but could it be better explained?,,,,,,,,,,,,,,,,,,,,,
BW1_2017-10-22_SH_b,BW,BW1,22/10/2017,,1,1,SH,SH2,Inclined,Tie row D,Weld: Butt,,Panel 7,T04,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Other,have assigned as cracking other because not sure we have established mechanism at butt welds.  May have been done in early reports and could check and reassign. Sdm 3-Nov-2019,,,,,,,,,,,,,,,,,,,,,
LY3_2017-09-18_RH,LY,LY3,18/09/2017,,1,1,RH,RH2,Upper bank,SBL B-C,,,E05,T8,,,Rupture,Erosion,Erosion: Sootblower,"External loss, corrosion inluence? Wet sootblower?",,,,,,,,,,,,,,,72.7,,,"$4,110,000",,,
LD1_2017-08-28_SH,LD,LD1,28/08/2017,,1,1,SH,SH2,,"Rear wall, bottom bend",Bend at wall,,E180,T01,,,,Erosion,Erosion: Fly-ash,Corner location: E180 adj side wall & rear wall,,,,,,,,,,,,,,,,,,,,,
LD4_2017-08-22_SH,LD,LD4,22/08/2017,,1,1,SH,SH4,,Hanger: Rear,Tie: Solid,,E15,T10,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Creep-Fatigue,,,,,,,,,,,,,,,,,,,,,,
LD1_2017-07-29_Evap,LD,LD1,29/07/2017,,1,1,Evap,WW: Rear,,Hopper nose: Horiz to sloping,Weld: Butt,,,T03,,,,Quality,Quality: Welding,Incomplete weld penetration & misalignment,,,,,,,,,,,,,,,,,,,,,
BW1_2017-07-25_SH,BW,BW1,25/07/2017,,1,1,SH,SH2,Inclined,Tie row D,Weld: Butt,,Panel 6,T04,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Other,T04 severed at butt weld. Have we ever confirmed failure mechanism at butt welds?  For now assign as other. Sdm 3-Nov-2019.  ,,,,,,,,,,,,,,,,,,,,,
LD4_2017-07-03_Evap,LD,LD4,3/07/2017,,1,1,Evap,WW: Bot vest,Front: B-side,Straight betw bends 1 & 2,Horizontal straight,,B side WW,T30,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,Photo of leak.,,,,,,,,,,,,,,,,,,,,,
LD4_2017-07-03_Evap_b,LD,LD4,3/07/2017,,1,1,Evap,WW: Bot vest,Centre wall,Adacent bend,Horizontal straight,,Central wall,T65,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,T65 Front is equiv to T76 rear that failed in LD3 in Oct 2016.,,,,,,,,,,,,,,,,,,,,,
LY4_2017-06-29_Evap,LY,LY4,29/06/2017,,1,1,Evap,WW: LHS (W),,Above inert burner,Weld,,,T101 / T102,,,,Quality,Quality: Welding,Additional LOA assigned to generator! At repair welds from Feb-2017 at inert burner.,,,,,,,,,,,,,,,62.3,,,"$4,926,000",,,
LD1_2017_06_09_Evap_a,LD,LD2,9/06/2017,,1,1,Evap,WW: Front,,DA level,Offset - Infilled,SB 50,,T099,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Hydrogen damage,Tube had been replaced in 2016 (SB opening replaced with straight tubes.  ALS suggest possibility of poor storage (corroded condition) of tube used in replacement. Carbide spheroidisation on hot side suggests overheating.  Later Jan-20 BTF is more unequivocalble hydrogen damage but retain ALS finding as fracture mechanism result.,,,,,,,,,,,,,,,,,,,,,
LD1_2017_06_09_Evap_b,LD,LD2,9/06/2017,,1,1,Evap,WW: LHS (B),,Bunker 1 level,Door: Inspection,,,T032,,,Rupture,Creep rupture,Creep: Short term,ALS attribute to creep due to high metal temps associated with thick bore-side scale on when installed in 2016 as part of WW replacement program at openings.,,,,,,,,,,,,,,,,,,,,,
BW1_2017-06-01_RH,BW,BW1,1/06/2017,,1,1,RH,RH6,,Upper bend bef. Rear wall,Bend,,E135,T06,,,,Erosion,Erosion: Fly-ash,tube may have been misaligned by half tube diameter.  Bend if not immediately adj wall. ,,,,,,,,,,,,,,,,,,,,,
LD4_2017-05-31_RH,LD,LD4,31/05/2017,,1,1,RH,RH1,,Betw. hangers: Mid to Rear,Straight,,E25,T08,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,Major secondary damage,,,,,,,,,,,,,,,,,,,,,
LD1_2017-05-23_RH,LD,LD1,23/05/2017,,1,1,RH,RH1,,Betw. hangers: Front to Mid,Tie: Flex,,E30,T05,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,Pitting observed interally at tie,,,,,,,,,,,,,,,,,,,,,
LY4_2017-04-20_Evap,LY,LY4,20/04/2017,,1,1,Evap,WW: LHS (W),,Floor 02-03,Straight,,,T295,,,Hole,Quality,Quality: Welding,Leak at pad weld where erosion occurred from adjacent leak (many years ago).,,None,,,,,,,17-U4-4,Forced,20/04/2017 23:00,,,,24.92,,,"$1,911,000",,,
LD3_2017-04-18_Evap,LD,LD3,18/04/2017,,1,1,Evap,WW: Bot vest,,Vert to horiz bend,Horizontal,,,T67,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,,,,,,,,,,,,,,,,,,,,,,
LD2_2017-02-06_RH,LD,LD2,6/02/2017,,1,1,RH,RH3,Outlet stub,1st bend towards outlet header,Bend,,RH3_E034/RH1_E11,RH3_T04_RH1_T06,,,,Creep rupture,Creep: Long term,Stub: Major rupture.  Hot tube circuit inside boiler.,,,,,,,,,,,,,,,,,,,,,
LD4_2017-02-06_RH,LD,LD4,6/02/2017,,1,1,RH,RH2,,Betw. hangers: Front to Mid,Straight,,E11,T08,,,,Creep rupture,Creep: Long term,,,,,,,,,,,,,,,,,,,,,,
LY4_2017-02-05_Evap,LY,LY4,5/02/2017,,1,1,Evap,WW,Sloping,,,,,T297,,,Crack,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,Damage miised during previous repair.,,,,,,,,,,,,,,,296.34,,,"$13,817,000",,,
LD1_2016-12-15_RH,LD,LD1,15/12/2016,,1,1,RH,RH2,,Betw. hangers: Front to Mid,Straight,,E20,T07,,,,Creep rupture,Creep: Long term,Approx 1/2 tube out-of-alignment.,,,,,,,,,,,,,,,,,,,,,
LD4_2016-11-10_SH,LD,LD4,10/11/2016,,1,1,SH,SH4,,Hanger: Front,Tie: Solid,,E34,T13_Hanger_B,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,Primary failure in B-side hanger at T13. Categorised as fatigue by could be a contribution of spreading rather than purely service cycling.,,,,,,,,,,,,,,,,,,,,,
LD4_2016-11-10_SH_b,LD,LD4,10/11/2016,,1,1,SH,SH4,,Hanger: Middle,Tie: Solid,,E12,T12_Hanger_B,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,Primary failure in B-side hanger at T12. Categorised as fatigue by could be a contribution of spreading rather than purely service cycling.,,,,,,,,,,,,,,,,,,,,,
BW2_2016-11-04_Evap,BW,BW2,4/11/2016,,1,1,Evap,WW Front,,SB 79 level,Corner,,,T01,,,,Creep rupture,Creep: Short term — Starvation/Blockage,Not clear from report that cause of starvation/blockage was identified.,,,,,,,,,,,,,,,,,,,,,
LD3_2016-10-15_Evap,LD,LD3,15/10/2016,,1,1,Evap,WW: Bot vest,Rear: Centre wall,Bend 3,Bend,,,T076,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,Leak identified on RTS from reheater leak,,,,,,,,,,,,,,,,,,,,,
LD3_2016-10-10_RH,LD,LD3,10/10/2016,,1,1,RH,RH2,,Betw. hangers: Mid to Rear,Straight,,E12,T08,,,,Creep rupture,Creep: Long term,,,,,,,,,,,,,,,,,,,,,,
LY4_2016-10-08_Evap,LY,LY4,8/10/2016,,1,1,Evap,WW: LHS (W),,Sloping wall: top,Corner,,,T297,,,Crack,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,Rear wall tube 1 replaced (secondary damage) below bend at top of sloping wall. Tube 297 pad welded (primary leak).,,,,,,,,,,,,,,,20.16,,,"$541,600",,,
LY4_2016-09-23_Evap,LY,LY4,23/09/2016,,1,1,Evap,WW: Front,,Floor 06,Corner door,,,T004,,,Crack,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,Membrane termination crack,,,,,,,,,16-U4-C,Forced,,,,,20.25,,,"$433,200",,,
LY4_2016-09-16_Evap,LY,LY4,16/09/2016,,1,1,Evap,WW: Front,Sloping,,Weld: Replacement tube,,,T294,,,Crack,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,Crack at tube replacement membrane infill weld (replaced),,Erosion at F295 (padwelded),,,,,,,16-U4-B,Maintenance,,,,,,,,,same outage per failure above,,
LY4_2016-09-15_Evap,LY,LY4,15/09/2016,,1,1,Evap,WW: LHS (W),Sloping,,Scallop plate,,,T297,,,Crack,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,Crack at side wall scallop plate weld (padwelded),,Erosion at R001 (replaced),,,,,,,16-U4-B,Maintenance,,,,,7.56,,,"$160,600",Outage mostly assigned to condenser,,
LY1_2016-08-07_Evap,LY,LY1,7/08/2016,,1,1,Evap,WW: Corner,Corner NW,Floor 09,Corner door,,,,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,Membrane termination crack,,,,,,,,,,,,,,,22.8,,,"$518,500",,,
LY2_2016-07-06_Evap,LY,LY2,6/07/2016,,1,1,Evap,Hopper,,,Hopper?,,,,,,,Quality,Quality: Welding,,,,,,,,,,,Maintenance,,,,,49.16,,,"$2,690,000",extension of outage after unit trip,,
LD2_2016-06-30_SH,LD,LD2,30/06/2016,,1,1,SH,SH2,,Hanger: Rear,Tie: Solid,,E035,T13_Hanger,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,Leak at hanger tube at SH2 E035 T13 caused rupture due to starvation at SH4 E18 T01. May need to check that thermal-fatigue is truly mechanism.,,,,,,,,,,,,,,,,,,,,,
LD3_2016-06-26_Evap,LD,LD3,26/06/2016,,1,1,Evap,WW: RHS (A),Corner 7,DA level,Door: Inspection,,,T147,,,,Quality,Quality: Welding,Lack of fusion at butt weld during recent outage,,,,,,,,,,,,,,,,,,,,,
LD3_2016-06-26_RH,LD,LD3,26/06/2016,,1,1,RH,RH1,,Betw. hangers: Mid to Rear,Tie,,E10,T01,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,"ALS suggested corrosion-fatigue, but could need more review since T22 steel? Also, if T01, pitting is at top of tube so less likely to be affected by offline corrosion.  ",,,,,,,,,,,,,,,,,,,,,
LY2_2016-06-22_Evap,LY,LY2,22/06/2016,,1,1,Evap,WW: Corner,Corner SE,Floor 05,?,,,?,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,,,,,,,,,,,Forced,22/06/2016 15:15,23/06/2016 23:00,,,17.65,,,"$607,000",,,
LY2_2016-05-29_Evap,LY,LY2,29/05/2016,,1,1,Evap,WW: Corner,Corner SE,Floor 05,Corner door,,,?,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,Membrane termination crack,,,,,,,,,,Maintenance,,,,,0.93,,,"$16,000",Extension of maintenance outage for bypass isolating valve,,
LD1_2016-05-20_SH,LD,LD1,20/05/2016,,1,1,SH,SH1,,"Inlet leg before 1st bend, betw front & middle hangers",Adjacent wall,,E91,T03,,,,Erosion,Erosion: Fly-ash,Insp report suggests may have been corrosion under shield at washdowns? T91 is adjacent the centre wall.,,,,,,,,,,,,,,,,,,,,,
LY2_2016-05-12_Evap,LY,LY2,12/05/2016,,1,1,Evap,Hopper,Nose,,Hopper?,,,?,,,Wall thinning,Erosion,Erosion: Clinker/Ash,,,,,,,,,,,Forced,12/05/2016 23:15,16/05/2016 3:00,,,40.02,,,"$752,000",,,
LD1_2016-04-24_Econ,LD,LD1,24/04/2016,,1,1,Econ,Econ A,Upper bank,Spacer bar: 3rd from header (Mid),Gap: Shield & Spacer bar,,E098,T02,,,,Erosion,Erosion: Fly-ash,Bridged ash deposits evident in photos! Identified on return to service from extended ww replacement outage.,,,,,,,,,,,,,,,,,,,,,
LY2_2016-04-01_Evap,LY,LY2,1/04/2016,,1,1,Evap,WW,Sloping,,Weld: Replacement tube,,,?,,,,Quality,Quality: Welding,,,,,,,,,,,Forced,1/04/2016 20:15,3/04/2016 12:30,,,22.25,,,"$191,000",,,
BW4_2016-03-18_SH,BW,BW4,18/03/2016,,1,1,SH,SH2,Inclined,Tie row B,Tie: Solid,,Panel 2,T03,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,T02-T03 solid tie. d/s end.,,,,,,,,,,,,,,,,,,,,,
LY2_2016-03-17_SH,LY,LY2,17/03/2016,,1,1,SH,SH1,Header: Inlet,,Collar,,,,,,Crack,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,Collar attachment weld crack,,,,,,,,,,Forced,17/03/2016 21:15,20/03/2016 10:30,,,33.84,,,"$836,000",,,
LD1_2016-03-11_Evap,LD,LD1,11/03/2016,,1,1,Evap,WW: Rear,Corner,Burner G-H level,Door: Inspection,,,T367,,,,Corrosion - pitting/wastage,Corrosion: External,"External blow out / projectiles of door. Insp door at GH level, rear wall, corner 2 (Rear & Left = B-side) .  [Not in PlantTrack 7-Nov-19]",,,,,,,,,,,,,,,,,,,,,
LD4_2016-03-05_SH,LD,LD4,5/03/2016,,1,1,SH,SH4,,Betw. hangers: Mid to Rear,Straight,,E12,T07,,,,Creep rupture,Creep: Long term,,,,,,,,,,,,,,,,,,,,,,
LD4_2016-03-05_Evap,LD,LD4,5/03/2016,,1,1,Evap,WW: LHS (B),,Sootblower 93: Betw SH4 & SH5,Offset: Sootblower,,,T080,,,,Corrosion - pitting/wastage,Corrosion: External,"Insp report suggests failed at original welding defect, but with significant external corrosion. Given other analysis in 2016/17, now assign the corrosion as the driving mechanism.",,,,,,,,,,,,,,,,,,,,,
LD2_2016-02-25_Evap,LD,LD2,25/02/2016,,1,1,Evap,WW: Rear,Corner 3,Burner A-B level,Door: Inspection,,,T193,,,,Corrosion - pitting/wastage,Corrosion: External,Straight tube. Missing piece 180mm long.  Major external leak. [Not in PlantTrack as of 7-Nov-19].,,,,,,,,,,,,,,,,,,,,,
LD2_2016-02-16_Evap,LD,LD2,16/02/2016,,1,1,Evap,WW: LHS (B),Corner 2,Door B8: betw. SH1 & SH2,Door: Access,,,T155,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,Bottom rear corner of door,,,,,,,,,,,,,,,,,,,,,
LD2_2016-02-16_Evap_b,LD,LD2,16/02/2016,,1,1,Evap,WW: Front,Burner 8,Burner bottom,Attachment: Windbox,,,T049,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,T049 and/or T050.  Below burner 8,,,,,,,,,,,,,,,,,,,,,
LD2_2016-02-16_Evap_c,LD,LD2,16/02/2016,,1,1,Evap,WW: Rear,Corner 3,Burner: Below bottom,Door: Inspection,,,T193,,,,Corrosion - pitting/wastage,Corrosion: External,Hole at weld in toggle tube but significant external wastage. Insp report has T191 but PlantTrack would suggest T193.  [BTF not in PlantTrack as of 7-Nov-2019],,,,,,,,,,,,,,,,,,,,,
LY2_2016-01-28_Evap,LY,LY2,28/01/2016,,1,1,Evap,WW Corner,Corner NE,Floor 04,Corner door,,,?,,,Crack,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,Membrane termination crack,,,,,,,,,,Maintenance,,,,,,,,,repaired during SE corner outage,,
LY2_2016-01-28_Evap_b,LY,LY2,28/01/2016,,1,1,Evap,WW Corner,Corner NE,Floor 06,Corner door,,,?,,,Crack,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,Membrane termination crack,,,,,,,,,,Maintenance,,,,,,,,,repaired during SE corner outage,,
LY2_2016-01-24_Evap,LY,LY2,24/01/2016,,1,1,Evap,WW: Corner,Corner SE,Sloping wall top,?,,,?,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,,,,,,,,,,,Maintenance,28/01/2016 15:45,3/02/2016 21:15,,,79.19,,,"$1,535,000",,,
LY3_2016-01-12_SH,LY,LY3,12/01/2016,,1,1,SH,SH2,Lower bank,SBL A-B,Acoustic baffle,,E114,T04,,,Rupture,Quality,Quality: Welding,,,,,,,,SH2_LB_SB_Lane_AB,,,Forced,12/01/2016 8:30,16/01/2016 8:30,,,54.02,,,"$4,786,000",,,
LD4_2016-01-05_RH,LD,LD4,5/01/2016,,1,1,RH,RH1,RH1 2nd pass,Hanger: Mid,Tie: Solid,,E21,T21,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,Cracking at B-side middle hanger,,,,,,,,,,,,,,,,,,,,,
LD4_2016-01-05_RH_b,LD,LD4,5/01/2016,,1,1,RH,RH1,RH1 1st pass,Betw. hangers: Front to Mid,Straight near butt weld,,E22,T08,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Corrosion-fatigue,Circumf. cracking ~50 mm from butt weld.  Attibuted by ALS to corrosion fatigue in T11 tube near weld to thicker T22 tube.,,,,,,,,,,,,,,,,,,,,,
BW1_2015-12-31_Econ,BW,BW1,31/12/2015,,1,1,Econ,Econ1 Rear,Lower bank,,Adjacent wall,,E180,T05,,,,Erosion,Erosion: Fly-ash,5th tube from bottom in lower bank.  Wall bowed across. Pass 6. Approx one third from partitition wall to rear wall.,,,,,,,,,,,,,,,,,,,,,
LD1_2015-12-27_Econ,LD,LD1,27/12/2015,,1,1,Econ,Econ A,Lower bank,Adjacent partition wall,Bend,,E001,T14,,,,Erosion,Erosion: Fly-ash,Primary leak at intrados of outer bend tube of the pair of econ tubes (14th pass from top).  Leaked onto T13 to cause secondary rupture. Adjacent side wall. Location not deemed accessible in CMOP due to centre wall divider plate attachment to front wall.,,,,,,,,,,,,,,,,,,,,,
LD1_2015-11-16_Evap,LD,LD1,16/11/2015,,1,1,Evap,WW: Rear,,Operating level +1,Door: Inspection,,,T368,,,,Corrosion - pitting/wastage,Corrosion: External,"May have been at weld defect, but exposed by significant external corrosion",,,,,,,,,,,,,,,,,,,,,
LY1_2015-10-21_Evap,LY,LY1,21/10/2015,,1,1,Evap,WW,WW Rear,HGOT #1,HGOT,,,T058,,,Corrosion pit,Quality,Quality: Welding,Tube 13 from centre tube - LHS,,,,,,,,,,Forced,22/10/2015 16:15,24/10/2015 11:15,,,24.96,,,"$632,000",,,
LD1_2015-10-06_Evap,LD,LD1,6/10/2015,,1,1,Evap,WW: Front,,B-side acoustic detector,Weld: Butt,,,?,,,,Quality,Quality: Welding,"Refer ALS 29020340.  Leak on RTS from SH4 rupture. Suggested as welding flaw since no thinning apparent, but could there have been general thinning? Need to confirm specific elevation / tube no.",,,,,,,,,,,,,,,,,,,,,
LD4_2015-10-04_RH,LD,LD4,4/10/2015,,1,1,RH,RH2,,Betw. hangers: Front to Mid,Straight,,E13,T08,,,,Creep rupture,Creep: Long term,,,,,,,,,,,,,,,,,,,,,,
LD1_2015-10-02_SH,LD,LD1,2/10/2015,,1,1,SH,SH4,,Betw. hangers: Mid to Rear,Straight,,E53,T07,,,,Creep rupture,Creep: Long term,,,,,,,,,,,,,,,,,,,,,,
LD1_2015-09-11_Evap,LD,LD1,11/09/2015,,1,1,Evap,WW: Front,,SH3 inlet seal box ,Seal box,,,T328,,,,Corrosion - pitting/wastage,Corrosion: External,SH3 element 27.  Toggle weld.  ,,,,,,,,,,,,,,,,,,,,,
LD1_2015-09-11_Evap_b,LD,LD1,11/09/2015,,1,1,Evap,WW: Front,,Belt duct,Attachment: Pressure plate,,,T022,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,Corrosion (& erosion?) to defect in toggle weld,,,,,,,,,,,,,,,,,,,,,
LD2_2015-09-06_Evap,LD,LD2,6/09/2015,,1,1,Evap,WW: Front,,"Burner A-B level, belt duct",Attachment: Buckstay,,,T352,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,Buck stay weld to tube,,,,,,,,,,,,,,,,,,,,,
LD2_2015-09-04_RH,LD,LD2,4/09/2015,,1,1,RH,RH1,,Betw. hangers: Mid to Rear,Tie: Slip,,E22,T07,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,T06-T07 tie.,,,,,,,,,,,,,,,,,,,,,
LD2_2015-09-04_RH_b,LD,LD2,4/09/2015,,1,1,RH,RH2,,Betw. hangers: Front to Mid,Straight,,E28,T08,,,,Creep rupture,Creep: Long term,,,,,,,,,,,,,,,,,,,,,,
LD1_2015-08-28_Evap,LD,LD1,28/08/2015,,1,1,Evap,WW: Front,,SH3 inlet seal box ,Seal box,,,T304,,,,Corrosion - pitting/wastage,Corrosion: External,SH3 element 25.  Found on run-up from leak to element 26.  Bigger leak at E26 had masked the adjacent leak. Weld defect and thin tubes.,,,,,,,,,,,,,,,,,,,,,
LD1_2015-08-26_Evap,LD,LD1,26/08/2015,,1,1,Evap,WW: Front,,SH3 inlet seal box ,Seal box,,,T315,,,,Corrosion - pitting/wastage,Corrosion: External,SH3 element 26. Thin eroded appearance.,,,,,,,,,,,,,,,,,,,,,
LD1_2015-08-25_Evap,LD,LD1,25/08/2015,,1,1,Evap,WW: LHS (B),,SB 105,Attachment,,,T118,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Corrosion-fatigue,"Between doors 11 & 12. 2nd tube to the front of the sottblower opening.  Crack became larger the deeper the excavation went.  May not have been further investigated. ALS suggested fatigue, but have assigned as c-f as reported to have enlarged with deeper grinding. sdm",,,,,,,,,,,,,,,,,,,,,
LD4_2015-08-17_RH,LD,LD4,17/08/2015,,1,1,RH,RH1,RH1 1st pass,Betw. hangers: Mid to Rear,Straight,,E22,T17,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,,,,,,,,,,,,,,,,,,,,,,
LD4_2015-08-17_RH_b,LD,LD4,17/08/2015,,1,1,RH,RH1,RH1 1st pass,Betw. hangers: Mid to Rear,Straight,,E20,T01,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Bore-side intergranular,304H tube. Cracl-like indication.,,,,,,,,,,,,,,,,,,,,,
LD4_2015-08-17_RH_c,LD,LD4,17/08/2015,,1,1,RH,RH1,RH1 1st pass,Betw. hangers: Mid to Rear,Weld: DMW,,E28,T01,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,Suggested to be an internal corrosion cell at the weld.  But is DMW so could just be combo of factors with a DMW.,,,,,,,,,,,,,,,,,,,,,
LD4_2015-08-17_RH_d,LD,LD4,17/08/2015,,1,1,RH,RH1,RH1 1st pass,Betw. hangers: Mid to Rear,Weld: DMW,,E27,T01,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Creep at DMW,,,,,,,,,,,,,,,,,,,,,,
LD1_2015-07-28_Evap,LD,LD1,28/07/2015,,1,1,Evap,WW: Bot vest,Rear: B-side,Bend 1-2,Bend,,,T119,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,pin hole leak,,,,,,,,,,,,,,,,,,,,,
LD2_2015-07-22_SH,LD,LD2,22/07/2015,,1,1,SH,SH4,,Betw. hangers: Front to Mid,Straight,,E012,T07,,,,Creep rupture,Creep: Long term,,,,,,,,,,,,,,,,,,,,,,
LY3_2015-07-17_Evap,LY,LY3,17/07/2015,,1,1,Evap,WW,,,Corner door,,,?,,,Crack,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,,,,,,,,,,,Planned,29/08/2015 6:15,,,,,,,,,,
LD3_2015-07-15_SH,LD,LD3,15/07/2015,,1,1,SH,SH4,,Betw. hangers: Mid to Rear,Straight,,E35,T07,,,,Creep rupture,Creep: Long term,,,,,,,,,,,,,,,,,,,,,,
BW2_2015-06-29_SH,BW,BW2,29/06/2015,,1,1,SH,SH2,Inclined,Tie row C,Tie: Solid,,Panel 1,T48,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,T48-T49 tie. d/s end.,,,,,,,,,,,,,,,,,,,,,
LY2_2015-06-23_Evap,LY,LY2,23/06/2015,,1,1,Evap,WW: RHS (E),,,Offset: Buckstay,,,?,,,Crack,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,,,,,,,,WW_SlopingWall_Buckstay_offset_Membrane_Term,,,Maintenance,11/07/2015 6:15,12/07/2015 9:30,,,15.54,,,"$382,000",,,
